trim_bmt_bp_id,bmt_bp_id,bmt_vers,bmt_catg_cd,bmt_shrt_nm,bmt_bp_adnl_nm,bmt_cmpy_id,bmt_cntry_cd,bmt_place_desc,bmt_dflt_addr_srl,bmt_hldng_lmt,bmt_multpn_fctr,bmt_alrt_prcnt,bmt_crtn_authid,bmt_upd_authid,bmt_crtn_date,bmt_upd_date,bmt_crtn_tmstmp,bmt_upd_tmstmp,bmt_bp_prev_nm,bmt_cmpy_cin,bmt_cmpy_inc_date,bmt_sebi_reg_num,bmt_dp_id,bmt_pan,bmt_off_addr_1,bmt_off_addr_2,bmt_off_addr_3,bmt_off_city,bmt_off_state,bmt_off_country,bmt_off_pin_code,bmt_off_tel,bmt_off_fax_num,bmt_cor_addr_1,bmt_cor_addr_2,bmt_cor_addr_3,bmt_cor_city,bmt_cor_state,bmt_cor_country,bmt_cor_pin_code,bmt_cor_tel,bmt_cor_fax_num,bmt_cmp_offr_nm,bmt_cmp_offr_dsgn,bmt_cmp_offr_email,bmt_cmp_offr_tel,bmt_cmp_offr_fax,bmt_cmp_offr_mob,bmt_admn_nm,bmt_admn_dsgn,bmt_admn_email,bmt_admn_tel,bmt_admn_fax,bmt_admn_mob,bmt_cert_auth_nm,bmt_cert_num,bmt_cor_state_other,bmt_off_state_other,bmt_same_mkr_chkr_flag,bmt_bp_active,bmt_sebi_cert_exp_dt,bmt_billing_email_id,bmt_tan,bmt_gstn,bmt_sebi_cert_rgstrn_dt,rn,rfm_rta_id,rfm_fundcode,rfm_bp_id,rfm_fundname,rfm_funddesc,create tmstmp,Modify tmstmp,modify user,create user,rn-2
P4457,P4457   ,0,1,Dhan Stock & Share Brokers Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-04-21,2012-04-21,2012-04-21 15:29:25,2014-01-28 17:33:43,,11-105750 of 1997,1997-07-02,INB011242733/231242737,        ,AABCD2039A,"18, Rabindra Sarani, ",Poddar Court Building,"4th Floor, Gate No. 3",Kolkata,West Bengal,India,700001,033-39850038,033-22251440,"18, Rabindra Sarani, ",Poddar Court Building,"4th Floor, Gate No. 3",Kolkata,West Bengal,India,700001,033-39850038,033-22251440,Sanjeev Kothari,Compl. Officer,dummy_mail@dummy.com,033-39850030,033-22251440,0,Gopal Krishna Datta,System Manager,dummy_mail@dummy.com,033-39850033,033-22251440,0,,,,,,,,,,,,1,,,,,,,,,,
P4468,P4468   ,0,1,Espirito Santo Securities India Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-04-21,2012-04-21,2012-04-21 15:29:25,2014-01-28 17:33:43,,U74140MH2011FTC224070,2011-11-18,INB011451839/231451833,        ,AACCE8766A,"1203A, Tower 2A, Floor-12A","One Indiabulls Centre,","Senapati Bapat Marg, Elphinstone Rd.",Mumbai,Maharashtra,India,400013,022-43156810,022-24216327,"1203A, Tower 2A, Floor-12A","One Indiabulls Centre,","Senapati Bapat Marg, Elphinstone Rd.",Mumbai,Maharashtra,India,400013,022-43156810,022-24216327,Kailash K. Sharma,Compl. Officer,dummy_mail@dummy.com,022-43156803,022-24216327,0,Hemant Rao,Head-Operations,dummy_mail@dummy.com,022-43156810,022-24216327,0,,,,,,,,,,,,1,,,,,,,,,,
P4479,P4479   ,0,1,Enam Asset Management Company Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-04-21,2012-04-21,2012-04-21 15:29:26,2014-01-28 17:33:43,,U65991MH1997PTC111056,1997-03-10,INP000000225,        ,AAACE3554C,"810, Raheja Chamber",FPJ Road,"Nariman Point,",Mumbai,Maharashtra,India,400021,022-66291200,022-66291234,"810, Raheja Chamber",FPJ Road,"Nariman Point,",Mumbai,Maharashtra,India,400021,022-66291200,022-66291234,Rashmikant N. Shah,Compl. Officer,dummy_mail@dummy.com,022-66381829,022-66291234,0,Rajesh R. Khona,Director,dummy_mail@dummy.com,022-66291205,022-66291234,0,,,,,,,,,,,,1,,,,,,,,,,
P4480,P4480   ,0,1,JRK Stock Broking Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-04-21,2012-04-21,2012-04-21 15:29:27,2014-01-28 17:33:43,,117267,2007-07-17,INB/INF231293235,        ,AABCJ8648K,"Tobacco House-1, Old Court House","Corner, 3rd Floor, ",Room No. 301,Kolkata,West Bengal,India,700001,033-40174777,033-40174700,"Tobacco House-1, Old Court House","Corner, 3rd Floor, ",Room No. 301,Kolkata,West Bengal,India,700001,033-40174777,033-40174700,Birendra Kumar Jain,Chief Exe. Offr.,dummy_mail@dummy.com,033-40174777,033-40174700,0,Raju Basak,System Manager,dummy_mail@dummy.com,033-40174777,033-40174700,0,,,,,,,,,,,,1,,,,,,,,,,
P4491,P4491   ,0,1,Kotak Mahindra Bank Limited,0,92193,,,0,,,,SYSTEM  ,PRDKRA  ,2012-04-21,2012-04-21,2012-04-21 15:29:28,2014-01-28 17:33:43,,L65110MH1985PLC038137,1985-11-21,INP000003229,        ,AAACK4409J,"36-38A, Nariman Bhavan,","227,","Nariman Point,",Mumbai,Maharashtra,India,400021,022-66581100,,"4th Floor, Vinay Bhavya Complex,","159-A, C.S.T Road,","Kalina, Santacruz",Mumbai,Maharashtra,India,400098,022-66726419,022-66726420,Pallavi Khandelwal,Assoc. V.P.,dummy_mail@dummy.com,022-66726419,022-66726420,0,Vijay Bhat,Manager,dummy_mail@dummy.com,022-66055850,,0,NSDL - Issuing Authority,,,,,,,,,,,1,,,,,,,,,,
P4505,P4505   ,0,1,Shree Naman Securities & Finance Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-04-26,2012-04-26,2012-04-26 13:49:22,2014-01-28 17:33:43,,U67120MH1995PTC085043,1995-01-30,INB010808234/230808238,        ,AAACN1917G,"415, Parekh Market,","39, J.S.S Road,",Opera House,Mumbai,Maharashtra,India,400004,022-23876060,022-23876262,"415, Parekh Market,","39, J.S.S Road,",Opera House,Mumbai,Maharashtra,India,400004,022-23876060,022-23876262,Harshkant K Suchdev,Compl. Officer,dummy_mail@dummy.com,022-23876060,022-23876262,0,Rajesh M Desai,Director,dummy_mail@dummy.com,022-23876060,022-23876262,0,,,,,,,,,,,,1,,,,,,,,,,
P4516,P4516   ,0,1,Ahmedabad Stock Exchange Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-04-27,2012-04-27,2012-04-27 17:47:06,2012-04-27 17:47:06,,U67110GJ2005PLC45636,2005-04-03,IN-DP-NSDL-106-99,IN001094,AAFCA4919E,"1st Floor, Kamdhenu Complex,",Panjara Pole,Ambawadi ,Ahmedabad,Gujarat,India,380015,079-26309958,,"1st Floor, Kamdhenu Complex,",Panjara Pole,Ambawadi ,Ahmedabad,Gujarat,India,380015,079-26309958,,Amit Singh,Sr. Manager,dummy_mail@dummy.com,079-26309958,079-26308877,0,Amit Singh,Sr. Manager,dummy_mail@dummy.com,079-26309958,079-26308877,0,,,,,,,,,,,,1,,,,,,,,,,
P4527,P4527   ,0,1,Ashish Vaid,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-04-27,2012-04-27,2012-04-27 17:47:07,2014-01-28 17:33:43,,-,1994-12-16,INB/INF230679111,        ,AACPV7792A,"115,",Maker Chamber III,Nariman Point,Mumbai,Maharashtra,India,400021,022-43439900,022-22043389,"115,",Maker Chamber III,Nariman Point,Mumbai,Maharashtra,India,400021,022-43439900,022-22043389,Ashish Vaid,Proprietor,dummy_mail@dummy.com,022-43439900,022-22043389,0,Ashish Vaid,Proprietor,dummy_mail@dummy.com,022-43439900,022-22043389,0,,,,,,,,,,,,1,,,,,,,,,,
P4538,P4538   ,0,1,Sajag Securities Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-04-27,2012-04-27,2012-04-27 17:47:08,2012-04-27 17:47:08,,11-84792,1995-01-19,INB230754937,IN303647,AADCS9178B,"33/15-B, Regent Chambers",Opp. Garware College,Karve Road,Pune,Maharashtra,India,411004,020-66014737,020-25302555,"33/15-B, Regent Chambers",Opp. Garware College,Karve Road,Pune,Maharashtra,India,411004,020-66014737,020-25302555,Nilesh Ganatra,Compl. Officer,dummy_mail@dummy.com,020-66014737,020-25302555,0,Manoj Gaikwad,Manager System,dummy_mail@dummy.com,020-66014737,020-25302555,0,,,,,,,,,,,,1,,,,,,,,,,
P4549,P4549   ,0,1,Bosuna Investors Guild Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-03,2012-05-03,2012-05-03 16:01:07,2014-01-28 17:33:43,,75331,1993-11-26,INB010977333,        ,AAACB3358F,"301-302, Anand House","3rd Floor, 13th Road,",Khar (West),Mumbai,Maharashtra,India,400052,022-26464348,022-26044391,"301-302, Anand House","3rd Floor, 13th Road,",Khar (West),Mumbai,Maharashtra,India,400052,022-26464348,022-26044391,Manish Sundani,Compl. Officer,dummy_mail@dummy.com,022-26464348,022-26044391,0,Satjit Singh Sethi,Director,dummy_mail@dummy.com,022-26464348,022-26044391,0,,,,,,,,,,,,1,,,,,,,,,,
P4550,P4550   ,0,1,Edelweiss Asset Management Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-03,2012-05-03,2012-05-03 16:01:08,2014-06-06 15:40:40,,U65991MH2007PLC173409,2007-08-23,MF/057/08/02,        ,AABCE8255H,"Edelweiss House, ","off C.S.T Road,",Kalina,Mumbai,Maharashtra,India,400098,022-40979939,022-40979878,"Edelweiss House, ","off C.S.T Road,",Kalina,Mumbai,Maharashtra,India,400098,022-40979939,022-40979878,Vijayalaxmi Kharti,AVP Compliance,dummy_mail@dummy.com,022-40979922,022-40979968,0,George Jose,Head-Inv. Servc.,dummy_mail@dummy.com,022-40979939,022-40979878,0,,,,,Y,,,,,,,1,R3500,P4550,P4550,Edelweiss Asset Management Limited,Edelweiss Asset Management Limited,,2013-06-25 16:23:35,PRDKRA,,1
P4561,P4561   ,0,1,Garima Capital Pvt. Ltd.,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-03,2012-05-03,2012-05-03 16:01:08,2014-01-28 17:33:43,,U74899DL1995PTC070047,1995-06-22,INB230813830,        ,AAACG2095G,"3, Tansen Marg",Bengali Market,,New Delhi,Delhi,India,110001,011-23311687,011-23731208,"3, Tansen Marg",Bengali Market,,New Delhi,Delhi,India,110001,011-23311687,011-23731208,Sanjay Tripathi,Office Incharge,dummy_mail@dummy.com,011-23311687,,0,Yogesh Jain,Director,dummy_mail@dummy.com,011-23311687,011-23731208,0,,,,,,,,,,,,1,,,,,,,,,,
P4572,P4572   ,0,1,Antique Stock Broking Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-03,2012-05-03,2012-05-03 16:06:23,2014-01-28 17:33:43,,U67120MH1994PTC079444,1994-05-07,INB231298739,        ,AADCA3011B,"Nirmal, 6th floor","241/242, Backbay Reclamation",Nariman Point,Mumbai,Maharashtra,India,400021,022-40313315,022-22040303,"2nd Floor, Nirmal","241/242, Backbay Reclamation",Nariman Point,Mumbai,Maharashtra,India,400021,022-40313315,022-22040303,Jignesh Sangani,Exe.Director,dummy_mail@dummy.com,022-40313315,022-22040303,0,Anil Agarwal,Exe.Director,dummy_mail@dummy.com,022-40313318,022-40313400,0,,,,,,,,,,,,1,,,,,,,,,,
P4583,P4583   ,0,1,ASE Capital Markets Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-05-03,2012-05-03,2012-05-03 16:06:24,2012-05-03 16:06:24,,04-37431,2000-02-25,INDPNSDL202-2001,IN302461,AADCA4629D,"Kamdhenu Complex,",Opp. Sahjanand College,Ambawadi ,Ahmedabad,Gujarat,India,380015,079-26309432/34,079-26301020,"Kamdhenu Complex,",Opp. Sahjanand College,Ambawadi ,Ahmedabad,Gujarat,India,380015,079-26309432/34,079-26309610,Hitu R. Dodiya,Senior Manager,dummy_mail@dummy.com,079-26309432/34,079-26309610,0,Manish D. Thaker,Senior Manager,dummy_mail@dummy.com,079-26309432/34,079-26309610,0,,,,,,,,,,,,1,,,,,,,,,,
P4594,P4594   ,0,1,B. D. Shroff Securities Pvt. Ltd.,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-05,2012-05-05,2012-05-05 11:48:24,2014-01-28 17:33:43,,11-112417,1997-12-12,INB010983934,        ,AAACB4504B,"Mulla House,","1st Floor, 51 M. G. Road",Fort,Mumbai,Maharashtra,India,400001,022-22850062,022-22028887,"Mulla House,","1st Floor, 51 M. G. Road",Fort,Mumbai,Maharashtra,India,400001,022-22850062,022-22028887,Cyrus Burjor Shroff,Director,dummy_mail@dummy.com,022-22855782,022-22028887,0,Cyrus Burjor Shroff,Director,dummy_mail@dummy.com,022-22881712,022-22028887,0,,,,,,,,,,,,1,,,,,,,,,,
P4607,P4607   ,0,1,Anugrah Stock & Broking Pvt. Ltd.,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-05,2012-05-05,2012-05-05 11:48:25,2014-01-28 17:33:43,,U67120MH1996PTC102072,1996-08-22,INB231185639,        ,AAACW2920N,"5th Floor, Ecospace IT Park,","Old Nagardas Road, Mogra Village",Andheri (E),Mumbai,Maharashtra,India,400069,022-67147840/854,022-67804776,"1st Floor, Nisarg Apartment,","Besant Road, Above Saraswat Bank",Vile Parle (W),Mumbai,Maharashtra,India,400056,022-67147800/867,022-67804776,Viral N. Desai,Compl. Officer,dummy_mail@dummy.com,022-67147800,022-67804776,0,Kranti Bhowad,Admin,dummy_mail@dummy.com,022-67147840,022-67804776,0,,,,,,,,,,,,1,,,,,,,,,,
P4618,P4618   ,0,1,Ashish Stock Broking Pvt. Ltd.,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-05,2012-05-05,2012-05-05 11:54:22,2014-01-28 17:33:43,,21-091990,2000-06-14,INB031148332,        ,AADCA7325A,"7, Lyons Range, ",3rd Floor,Room No. 9 & 10,Kolkata,West Bengal,India,700001,033-32557303,,"7, Lyons Range, ",3rd Floor,Room No. 9 & 10,Kolkata,West Bengal,India,700001,033-32557303,,Raj Kumar Bajaj,Compl. Officer,dummy_mail@dummy.com,033-32557303,,0,Raj Kumar Bajaj,Compl. Officer,dummy_mail@dummy.com,033-32557303,,0,,,,,,,,,,,,1,,,,,,,,,,
P4629,P4629   ,0,1,LSE Securities Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-08,2012-05-08,2012-05-08 11:26:15,2014-09-02 10:15:32,,16-23244,2000-07-01,NSE-CM10870/INB231087033,IN301846,AAACL6361J,"SCO, 50-51",Sector 34-A,,Chandigarh,Punjab,India,160022,0172-5012555,,"1st Floor,",Stock Exchange Building,,Ludhiyana,Punjab,India,141001,0161-5068133,0161-5068138,Ashima Arora,Company Sec.,dummy_mail@dummy.com,0161-5021018,0161-5068138,0,Pritpal Singh,Chief G. Manager,dummy_mail@dummy.com,,0161-5068138,0,,,,,Y,,,,,,,1,,,,,,,,,,
P4630,P4630   ,0,1,Gopani Securities & Investments Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-14,2012-05-14,2012-05-14 13:41:16,2014-01-28 17:33:43,,11-84693,1995-01-17,INB231229635,        ,AAACG5672P,"Ashirwad, 4B, Basement",Ahmedabad Street,Carnac Bunder,Mumbai,Maharashtra,India,400009,022-66333201,022-25006746,"515-523, Bhareshwar Arcade B-Wing","5th Floor, Near Shreyas Cinema","L.B.S Marg, Ghatkopar (W)",Mumbai,Maharashtra,India,400086,022-67700474/75,022-25006746,Elesh Anubhai Gopani,Managing Dir.,dummy_mail@dummy.com,022-67700474,022-25006746,0,Elesh Anubhai Gopani,Managing Dir.,dummy_mail@dummy.com,022-67700474,022-25006746,0,,,,,,,,,,,,1,,,,,,,,,,
P4641,P4641   ,0,1,Nayan M. Vala Securities Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-15,2012-05-15,2012-05-15 13:31:40,2014-01-28 17:33:43,,U67120MH2005PTC152929,2005-04-29,INB/INF231351132,        ,AACCN3191Q,"403-404, Cosmos Court,","Above Waman Hari Pethe Jewellers,","S.V. Road, Vile Parle (W)",Mumbai,Maharashtra,India,400056,022-26105973,,"403-404, Cosmos Court,","Above Waman Hari Pethe Jewellers,","S.V. Road, Vile Parle (W)",Mumbai,Maharashtra,India,400056,022-26105973,,Jayantilal H. Ratanpal,Compl. Officer,dummy_mail@dummy.com,033-24869417,,0,Bhavna J Parekh,Back office In.,dummy_mail@dummy.com,022-26105973,,0,,,,,,,,,,,,1,,,,,,,,,,
P4652,P4652   ,0,1,Equirus Securities Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-17,2012-05-17,2012-05-17 14:30:36,2014-01-28 17:33:43,,176044,2007-11-20,INB/INF231301731,        ,AABCE9070E,"Fortune 2000, ""A"" wing","4th Floor, BKC",Bandra (E),Mumbai,Maharashtra,India,400051,022-26530600,022-26530601,"Satyam Corporate Square, Block-E","Ground Floor, Behind Rajpath Club",Bodakdev,Ahmedabad,Gujarat,India,380059,079-40504050,079-40504060,Rahul Joshi,Compl. Officer,dummy_mail@dummy.com,022-26530616,022-26530601,0,Smita Sharma,Compl. Manager,dummy_mail@dummy.com,079-40504009,079-40504060,0,,,,,,,,,,,,1,,,,,,,,,,
P4663,P4663   ,0,1,Jash Securities Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-17,2012-05-17,2012-05-17 14:33:19,2014-01-28 17:33:43,,U67120MH1997PTC111752,1997-07-11,INB010982230,        ,AAACJ7835M,"22, Raja Bahadur Mansion","2nd Floor, B.S Marg",Fort,Mumbai,Maharashtra,India,400001,022-66314119,022-66314112,"22, Raja Bahadur Mansion","2nd Floor, B.S Marg",Fort,Mumbai,Maharashtra,India,400001,022-66314119,022-66314112,Janak C. Dave,Compl. Officer,dummy_mail@dummy.com,022-66314121,,0,Pradeep D. Kadam,Executive,dummy_mail@dummy.com,022-66314121,,0,,,,,,,,,,,,1,,,,,,,,,,
P4674,P4674   ,0,1,Divya Portfolio Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-18,2012-05-18,2012-05-18 16:20:35,2014-01-28 17:33:43,,-,2005-06-30,INB231246837/011246833,        ,AACCD1891R,"401, Nipun Tower","15, Community Centre",Karkardooma,Delhi,Delhi,India,110092,011-22374887,,"401, Nipun Tower","15, Community Center",Karkardooma,Delhi,Delhi,India,110092,011-22374887,,Janki Lal Sharma,Compl. Officer,dummy_mail@dummy.com,9654666941,011-22374887,0,Janki Lal Sharma,Compl. Officer,dummy_mail@dummy.com,9654666941,011-22374887,0,NSDL - Issuing Authority,1000d8,,,,,,,,,,1,,,,,,,,,,
P4685,P4685   ,0,1,NYCE Securities & Derivatives Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-19,2012-05-19,2012-05-19 17:46:50,2014-01-28 17:33:43,,190871,2009-03-06,INB231360836,        ,AADCN0149H,"1011, Best Sky Tower,","F-5, Netaji Subhash Place,","Pitam Pura,",New Delhi,Delhi,India,110034,011-45672100,011-27353181,"1011, Best Sky Tower,","F-5, Netaji Subhash Place,","Pitam Pura,",New Delhi,Delhi,India,110034,011-45672100,011-27353181,Harsh Vardhan Goyal,Director,dummy_mail@dummy.com,011-45672100,011-27353181,0,Harsh Vardhan Goyal,Director,dummy_mail@dummy.com,011-45672100,011-27353181,0,,,,,,,,,,,,1,,,,,,,,,,
P4696,P4696   ,0,1,B.S. Securities ,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-23,2012-05-23,2012-05-23 14:33:51,2014-01-28 17:33:43,,-,1995-06-01,INB/INF230857729,        ,AAAFB6528J,204. Unique Tower ,"Gaiwadi, S.V. Road,",Goregaon (W),Mumbai,Maharashtra,India,400062,022-42031234,022-28787454,204. Unique Tower ,"Gaiwadi, S.V. Road,",Goregaon (W),Mumbai,Maharashtra,India,400062,022-42031234,022-28787454,Sharadkumar Basantkumar Agarwal,Partner,dummy_mail@dummy.com,022-42031235,022-28787454,0,Sharadkumar Basantkumar Agarwal,Partner,dummy_mail@dummy.com,022-42031235,022-28787454,0,,,,,,,,,,,,1,,,,,,,,,,
P4709,P4709   ,0,1,B.S. Securities ,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-23,2012-05-23,2012-05-23 16:43:57,2014-01-28 17:33:43,,-,1995-06-01,INB/INF230857729,        ,AAAFB6528J,204. Unique Tower ,"Gaiwadi, S.V. Road,",Goregaon (W),Mumbai,Maharashtra,India,400062,022-42031234,022-28787454,204. Unique Tower ,"Gaiwadi, S.V. Road,",Goregaon (W),Mumbai,Maharashtra,India,400062,022-42031234,022-28787454,Sharadkumar Basantkumar Agarwal,Partner,dummy_mail@dummy.com,022-42031235,022-28787454,0,Sharadkumar Basantkumar Agarwal,Partner,dummy_mail@dummy.com,022-42031235,022-28787454,0,,,,,,,,,,,,1,,,,,,,,,,
P4710,P4710   ,0,1,Brijmohan Sagarmal Capital Services Pvt. Ltd.,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-23,2012-05-23,2012-05-23 16:43:59,2014-01-28 17:33:43,,11-116954,1998-10-26,INB011044733,        ,AAACB7335E,"412, Stock Exchange Tower",Dalal Street,Fort,Mumbai,Maharashtra,India,400001,022-22721183,022-28787454,"203, Unique Tower","Gaiwadi, S.V. Road,",Goregaon (W),Mumbai,Maharashtra,India,400062,022-42031227,022-28787454,Sharadkumar Basantkumar Agarwal,Partner,dummy_mail@dummy.com,022-42031235,022-28787454,0,Sharadkumar Basantkumar Agarwal,Partner,dummy_mail@dummy.com,022-42031235,022-28787454,0,,,,,,,,,,,,1,,,,,,,,,,
P4721,P4721   ,0,1,Navjeevan Equity Broking Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-05-25,2012-05-25,2012-05-25 18:17:44,2014-01-28 17:33:43,,U50300RJ2004PTC020008,2004-12-13,INB231222333,        ,AACCG2788C,"B-92,",Rajdhani Anaj Mandi,Sikar Road,Jaipur,Rajasthan,India,302013,0141-2331533,,"402-403, Axis Mall","C-50, Bhagwan Das Road,","C-Scheme,",Jaipur,Rajasthan,India,302001,0141-5192700,0141-5192704,Kapil Vijay,Compl. Officer,dummy_mail@dummy.com,0141-5192718,,0,Mohit Jain,DP-Head,dummy_mail@dummy.com,0141-5192719,0141-5192704,0,,,,,,,,,,,,1,,,,,,,,,,
P4732,P4732   ,1,1,GnG Stock Holdings Private Limited,GnG Stock Holdings Private Limited,,1,,0,,,,NAZMEENS,NAZMEENS,2014-03-13,2014-03-13,2014-03-13 17:54:31,2014-03-13 17:54:31,,U67120DL2004PTC128833,2004-06-09,IN-DP-CDSL-570-2010,        ,AACCG2166L,"Y - 12,",LOHA MANDI,Naraina,NEW DELHI,9,85,110028,011-25895412,011-25893508,"Y-12,",LOHA MANDI,Naraina,NEW DELHI,9,85,110028,011-25895412,011-25893508,Madhav Prasad Suaro,Manager Ops. BO,dummy_mail@dummy.com,011-25895412,011-25893508,0,Madhav Prasad Suaro,Manager Ops.,dummy_mail@dummy.com,011-25895412,011-25893508,0,,,,,,,,,,,,1,,,,,,,,,,
P4743,P4743   ,0,1,Sagun Marketing Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-06-01,2012-06-01,2012-06-01 22:04:19,2014-01-28 17:33:43,,U51909WB2005PTC10115,2005-01-17,INE231368833,        ,AAICS9561R,"61, Kalkrishna Tagore Street,",Kolkata,,Kolkata,West Bengal,India,700007,,,"54/1, 3rd Floor,",Pipalwadi Kathi,Mayaganj,Kanpur,Uttar Pradesh,India,208001,0512-3294706,0512-2364811,Dhananjay Tiwari,Accountant,dummy_mail@dummy.com,0512-3294706,0512-2364811,0,Dhananjay Tiwari,Accountant,dummy_mail@dummy.com,0512-3294706,0512-2364811,0,,,,,,,,,,,,1,,,,,,,,,,
P4754,P4754   ,0,1,J. G. Shah Financial Consultants Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-06-01,2012-06-01,2012-06-01 22:04:22,2014-01-28 17:33:43,,U74120MH1982PTC028932,1982-12-21,INB230981533,        ,AAACJ1077D,"418, Stock Exchange Tower,",Dalal Street,Fort,Mumbai,Maharashtra,India,400001,022-30726322,022-30726285,"418, Stock Exchange Tower,",Dalal Street,Fort,Mumbai,Maharashtra,India,400001,022-30726322,022-30726285,Samir S Shah,Compl. Officer,dummy_mail@dummy.com,022-30726303,022-30726285,0,Samir S Shah,Compl. Officer,dummy_mail@dummy.com,022-30726303,022-30726285,0,,,,,,,,,,,,1,,,,,,,,,,
P4765,P4765   ,0,1,Amol Capital Markets Pvt. Ltd.,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-06-04,2012-06-04,2012-06-04 19:23:24,2014-01-28 17:33:43,,11134989,1988-07-09,INB011088235,        ,AADCS8022N,"106, Motalibal Wadia Building,","22, D.S.A Brelvi Road, ","Next to Bombay Samachar Press, Fort",Mumbai,Maharashtra,India,400001,022-22855168,022-22841437,"106, Motalibal Wadia Building,","22, D.S.A Brelvi Road, ","Next to Bombay Samachar Press, Fort",Mumbai,Maharashtra,India,400001,022-22855168,022-22841437,Kundan B. Shah,Compl. Officer,dummy_mail@dummy.com,022-22855168,022-22841437,0,Kundan B. Shah,Compl. Officer,dummy_mail@dummy.com,022-22855168/69,022-22841437,0,,,,,,,,,,,,1,,,,,,,,,,
P4776,P4776   ,0,1,Amol Financial Services Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-06-04,2012-06-04,2012-06-04 19:23:34,2014-01-28 17:33:43,,76098,1994-01-17,INB231272031,        ,AAACA5679A,"106, Motalibal Wadia Building,","22, D.S.A Brelvi Road, ","Next to Bombay Samachar Press, Fort",Mumbai,Maharashtra,India,400001,022-22855168,022-22841437,"106, Motalibal Wadia Building,","22, D.S.A Brelvi Road, ","Next to Bombay Samachar Press, Fort",Mumbai,Maharashtra,India,400001,022-22855168,022-22841437,Apoorva L. Sanghvi,Director,dummy_mail@dummy.com,022-22855168,022-22841437,0,Kundan B. Shah,Compl. Officer,dummy_mail@dummy.com,022-22855168,022-22841437,0,,,,,,,,,,,,1,,,,,,,,,,
P4787,P4787   ,0,1,Jaipuria Securities Private Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-06-04,2012-06-04,2012-06-04 19:23:45,2014-01-28 17:33:43,,U74999WB2011PTC165630,2011-07-29,INB231453938,        ,AACCJ6439M,"11, Ratan Sarkar Garden Street","2nd Floor, Room No. 201",,Kolkata,West Bengal,India,700007,033-32946033,022-22590039,"11, Ratan Sarkar Garden Street","2nd Floor, Room No. 201",,Kolkata,West Bengal,India,700007,033-32946033,022-22590039,Jugal Kishor Jaipuria,Director,dummy_mail@dummy.com,033-32946033,033-22590039,0,Jugal Kishor Jaipuria,Director,dummy_mail@dummy.com,033-32946033,033-22590039,0,,,,,,,,,,,,1,,,,,,,,,,
P4798,P4798   ,0,1,Gateway Financial Services Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-06-06,2012-06-06,2012-06-06 17:57:11,2014-01-28 17:33:43,,U65999WB1994PLC065273,1994-09-26,IN-DP-NSDL-352-2012,        ,AABCG1634L,"31, Shakespeare Sarani",Room No. 209-210,Jasmine Tower,Kolkata,West Bengal,India,700017,033-22894461,,"31, Shakespeare Sarani",Room No. 209-210,Jasmine Tower,Kolkata,West Bengal,India,700017,033-22894461,,Ravi Ranjan,Compl. Officer,dummy_mail@dummy.com,033-22894462,,0,Sanjiv Shekhar,System Manager,dummy_mail@dummy.com,033-22894461,033-22895047,0,,,,,,,,,,,,1,,,,,,,,,,
